,Analytics Desc,English,Hiragana,Kanji,Vocab Set,Example
,,life and death,せいし,生死,N1,
,,title,タイトル,,N1,
,,"preference, priority",ゆうせん,優先,N1,
,,"look, expression of the eyes, eyes",めつき,目付き,N1,
,,"always, constantly",しょっちゅう,,N1,
,,numeral,すうし,数詞,N1,
,,"prosperous conditions, healthy economy",こうきょう,好況,N1,
,,silence,むごん,無言,N1,
,,"absurd, unreasonable, excessive, rash, absurdity, nonsense",むちゃ,無茶,N1,
,,"to sigh, to lament, to grieve",なげく,嘆く,N1,
,,"vote, roll call",さいけつ,採決,N1,
,,miserable,みじめ,惨め,N1,
,,genre,ジャンル,,N1,
,,counter for flat objects (e.g. sheets of paper),まい,枚,N1,
,,"tentative, provisional",か,仮,N1,
,,"iron rod, crowbar, horizontal bar (gymnastics)",かなぼう,鉄棒,N1,
,,"naturally, as a matter of course",おのずから,自ずから,N1,
,,customs,しきたり,為来り,N1,
,,"immediately, right away",そくざに,即座に,N1,
,,"debate, discussion",とうぎ,討議,N1,
,,"smartly dressed, someone smartly dressed, fashion-conscious",おしゃれ,お洒落,N1,
,,"wet through, drenched",びっしょり,,N1,
,,"stagnation, tie-up, congestion, retention, accumulation, falling into arrears",ていたい,停滞,N1,
,,"beach, seashore",はま,浜,N1,
,,"toilet, restroom, lavatory, bathroom (US)",おてあらい,御手洗い,N1,
,,"lingering affection, attachment, regret(s), reluctance",みれん,未練,N1,
,,monopoly,どくせん,独占,N1,
,,various,いろいろ,色々,N1,
,,over-familiar,なれなれしい,馴れ馴れしい,N1,
,,to change,ちがえる,違える,N1,
,,personal experience,たいけん,体験,N1,
,,"heavenly, imperial",あまつ,天,N1,
,,"uniformity, evenness, similarity, equality, impartiality",いちよう,一様,N1,
,,"to surround, to circle, to enclose",とりまく,取り巻く,N1,
,,"reference, consultation, consultation",さんしょう,参照,N1,
,,"poverty, destitute, poor",びんぼう,貧乏,N1,
,,phenomenon,しょう,象,N1,
,,"to serve, to work for",つかえる,仕える,N1,
,,virus,ビールス,,N1,
,,"objection, shortcomings",もうしぶん,申し分,N1,
,,"to cross each other, to run counter to, to differ, to clash, to go awry",くいちがう,食い違う,N1,
,,"all-purpose, almighty, omnipotent",ばんのう,万能,N1,
,,"release, emit",ほうしゅつ,放出,N1,
,,"permission, pardon",きょよう,許容,N1,
,,to spill,こぼす,零す,N1,
,,size (of paper or books),ばん,判,N1,
,,"completely, all the way",もろに,,N1,
,,unlucky day,あくび,悪日,N1,
,,"registration, register, entry, record",とうろく,登録,N1,
,,curtain,とばり,帳,N1,
,,"height, stature, length, measure, all (one has)",たけ,丈,N1,
,,"to face on, to look out on to",めんする,面する,N1,
,,"1. (abbr) puncture, bursting, 2. punk",パンク,,N1,
,,"symposium, round-table discussion",ざだんかい,座談会,N1,
,,switching over to,いこう,移行,N1,
,,"desirable, hoped for",のぞましい,望ましい,N1,
,,"split, division, break up",ぶんれつ,分裂,N1,
,,feel relieved,ほっと,,N1,
,,Diet building,ぎじどう,議事堂,N1,
,,"flight, desertion, escape",とうそう,逃走,N1,
,,"nursing, (army) nurse",かんご,看護,N1,
,,section of village,あざ,字,N1,
,,"son, my son",せがれ,伜,N1,
,,"common, customary",かんよう,慣用,N1,
,,pearl,しんじゅ,真珠,N1,
,,"perspective, unobstructed view, outlook, forecast, prospect, insight",みとおし,見通し,N1,
,,article counter,か,個,N1,
,,chemical element,げんそ,元素,N1,
,,"neglect, negligence, carelessness",おろそか,疎か,N1,
,,"repair, improvement",かいしゅう,改修,N1,
,,ceremony,セレモニー,,N1,
,,national ownership,こくゆう,国有,N1,
,,male (animal),おす,雄,N1,
,,"stickyness, viscosity",ねばり,粘り,N1,
,,"to that degree, extent",それほど,其れ程,N1,
,,"faint, dim, weak, indistinct, hazy, poor, wretched",かすか,微か,N1,
,,"to sing, to chirp, to twitter",さえずる,囀る,N1,
,,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t",こたえる,堪える,N1,
,,"to reflect, to throw back light",てりかえす,照り返す,N1,
,,"by itself, automatically, naturally",ひとりでに,一人でに,N1,
,,"maritime, marine transportation",かいうん,海運,N1,
,,"attachment, adhesion, tenacity",しゅうじゃく,執着,N1,
,,"report, statement, filing a return, notification",しんこく,申告,N1,
,,to beat,やっつける,やっ付ける,N1,
,,"civil war, insurrection, rebellion, domestic conflict",ないらん,内乱,N1,
,,"harmony, smoothness",えんかつ,円滑,N1,
,,"personal use, private business",しよう,私用,N1,
,,"guidance, guide, introduction",てびき,手引き,N1,
,,certainly!,かしこまりました,畏まりました,N1,
,,"exactly, perfectly",きちっと,,N1,
,,"fixed, settled, definite, uniform, regularized, defined, standardized, certain, prescribed",いちじょう,一定,N1,
,,"personality, character, individuality",じんかく,人格,N1,
,,to throw into,ほうりこむ,放り込む,N1,
,,encyclopedia,ひゃっかじてん,百科事典,N1,
,,agreement,だけつ,妥結,N1,
,,"skill, cleverness",たくみ,巧み,N1,
,,"employee, servant",しようにん,使用人,N1,
,,"condition, situation, prospects",けいせい,形勢,N1,
,,"on hand, at hand, at home",てもと,手元,N1,
,,"collapse, decay (physics), crumbling, breaking down, caving in",ほうかい,崩壊,N1,
,,"side dish, accompaniment for rice dishes",おかず,お菜,N1,
,,accelerator,アクセル,,N1,
,,division of labour,てわけ,手分け,N1,
,,"innocence, simple-mindedness",むじゃき,無邪気,N1,
,,the late (deceased),こ,故,N1,
,,"normally, habitually",ひごろ,日頃,N1,
,,"one layer, single",ひとえ,単,N1,
,,"open field, empty lot, plain",はらっぱ,原っぱ,N1,
,,"management, (executive) staff, leaders",かんぶ,幹部,N1,
,,"threat, menace, coercion, terrorism",きょうはく,脅迫,N1,
,,"reflection, reverberation",はんしゃ,反射,N1,
,,nomadism,ゆうぼく,遊牧,N1,
,,"(your) backing, assistance",おかげ,お蔭,N1,
,,to be limited to,とどまる,止まる,N1,
,,"beast, brute",けだもの,獣,N1,
,,"porcelain, china",じき,磁器,N1,
,,"radiation, emission",ほうしゃ,放射,N1,
,,out of print,ぜっぱん,絶版,N1,
,,"payment, supply",のうにゅう,納入,N1,
,,"large build, large pattern",おおがら,大柄,N1,
,,"abbreviation, acronym",りゃくご,略語,N1,
,,"tsubo jar, pot, vase",つぼ,壷,N1,
,,damage,はそん,破損,N1,
,,"signature, sign, sealing",ちょういん,調印,N1,
,,"emotion, feeling",じょうしょ,情緒,N1,
,,"therefore, consequently, in accordance with",したがって,従って,N1,
,,"preamble, premise, reason, prerequisite",ぜんてい,前提,N1,
,,"closing, closure, shutdown, lockout, unsociable",へいさ,閉鎖,N1,
,,"sympathy, compassion",なさけ,情け,N1,
,,"busy, hurried, confused, flurried",あわただしい,慌ただしい,N1,
,,carpet,じゅうたん,絨毯,N1,
,,flower bed,かだん,花壇,N1,
,,"1. one day, 2. first of month",いちじつ,一日,N1,
,,"retirement, retired person",いんきょ,隠居,N1,
,,"conservative, maintaining",ほしゅ,保守,N1,
,,House of Councillors,さんぎいん,参議院,N1,
,,"to afflict, to torment, to harass, to molest",なやます,悩ます,N1,
,,"holding a meeting, open an exhibition",かいさい,開催,N1,
,,engineer,エンジニア,,N1,
,,"romanization, Roman letters",ローマじ,ローマ字,N1,
,,trouble (sometimes used as a verb),トラブル,,N1,
,,to hesitate,ためらう,躊躇う,N1,
,,"return, relapse, reoccurrence",さいはつ,再発,N1,
,,"zeal, enthusiasm",ねつい,熱意,N1,
,,"walking around at night, night train, night travel",やぎょう,夜行,N1,
,,"contrast, comparison",たいひ,対比,N1,
,,"uncleanness, impurity, disgrace",けがれ,汚れ,N1,
,,tower,タワー,,N1,
,,end of term,きまつ,期末,N1,
,,"Japanese text, sentence in Japanese",わぶん,和文,N1,
,,"class, group, category, department, field, branch",ぶもん,部門,N1,
,,"art, fine arts",びじゅつ,美術,N1,
,,stress,ストレス,,N1,
,,(open) fire,たきび,焚火,N1,
,,"to run counter to, to go against, to disobey, to infringe",そむく,背く,N1,
,,"to install, to equip, to mount",すえつける,据え付ける,N1,
,,"ability, skill, facility",うでまえ,腕前,N1,
,,boots,ブーツ,,N1,
,,complete recovery of health,ぜんかい,全快,N1,
,,"plan, policy",ほうさく,方策,N1,
,,"(ateji) (adv int) (uk) just a minute, a short time, a while, just a little, somewhat, easily, readily, rath",ちょっと,一寸,N1,
,,"knack, skill",こつ,骨,N1,
,,to dye,そまる,染まる,N1,
,,"talent, star, personality",タレント,,N1,
,,"two persons, two people, pair, couple",ににん,二人,N1,
,,"cover, lid, cap",がい,蓋,N1,
,,"able man, tumour, growth, boil, ulcer, abcess, rash, pimple",できもの,出来物,N1,
,,mountain range,さんみゃく,山脈,N1,
,,size,サイズ,,N1,
,,"as was expected, really",はたして,果たして,N1,
,,to age,ふける,老ける,N1,
,,"in addition, furthermore",そのうえ,その上,N1,
,,"disposition, spirit, willpower, obstinacy, backbone, appetite",いじ,意地,N1,
,,"arts and sciences, liberal arts",がくげい,学芸,N1,
,,"taste, liking, preference",しこう,嗜好,N1,
,,wine cups,さかずき,杯,N1,
,,"fan, fun",ファン,,N1,
,,"to get cross, to get sulky, to swell (out), to expand, to be inflated, to distend, to bulge",ふくれる,膨れる,N1,
,,"another meeting, meeting again, reunion",さいかい,再会,N1,
,,"process, procedure, protocol",てじゅん,手順,N1,
,,"believer, adherent, devotee, Christian",しんじゃ,信者,N1,
,,"methodical, punctual, steady",きちょうめん,几帳面,N1,
,,depending on the circumstances,ことによると,事によると,N1,
,,"tire, tyre",タイヤ,,N1,
,,lotus,はす,蓮,N1,
,,"fall, degradation, slump",てんらく,転落,N1,
,,"tenacious, stubborn",しぶとい,,N1,
,,shape,じょう,状,N1,
,,"warship, battleship",ぐんかん,軍艦,N1,
,,"detestable, disagreeable",いやらしい,厭やらしい,N1,
,,design,デザイン,,N1,
,,"allotment, assignment, allocation, quota, rationing",わりあて,割り当て,N1,
,,"subject, main constituent",しゅたい,主体,N1,
,,"to fall ill, to be ill",やむ,病む,N1,
,,"prayer, supplication",いのり,祈り,N1,
,,"interruption, suspension, break",ちゅうだん,中断,N1,
,,"to fall in love with, to love",こいする,恋する,N1,
,,ticklish,くすぐったい,擽ぐったい,N1,
,,"Chinese word, Sino-Japanese word",かんご,漢語,N1,
,,"once, ever",かつて,嘗て,N1,
,,"actual place, local",げんち,現地,N1,
,,inflation,インフレ,,N1,
,,"to join together, to combine, to join up",くみあわせる,組み合わせる,N1,
,,"secret intention, motive",したごころ,下心,N1,
,,"surprise, astonishment, wonder",おどろき,驚き,N1,
,,scenario,きゃくほん,脚本,N1,
,,seniority,ねんちょう,年長,N1,
,,"troupe, theatrical company",げきだん,劇団,N1,
,,graph,グラフ,,N1,
,,"lean, incline",けい,傾,N1,
,,"power, might, authority, influence",いりょく,威力,N1,
,,"verbal message, rumor, word",つてごと,伝言,N1,
,,"to go out of use, to become obsolete, to die out, to go out of fashion",すたれる,廃れる,N1,
,,performance (e.g. music),じょうえん,上演,N1,
,,"every day, daily, day after day",ひび,日々,N1,
,,"unfamiliar, never before met",いちげん,一見,N1,
,,"abstain from voting, renunciation of a right",きけん,棄権,N1,
,,"centre, pivot, mainstay, nucleus, backbone, central figure, pillar, key man",ちゅうすう,中枢,N1,
,,excellence,けつ,傑,N1,
,,"sphere, circle, range",けん,圏,N1,
,,"daughter, young lady, virgin, maiden, little girl",おとめ,少女,N1,
,,"insurrection, rebellion, revolt, riot, uprising",ぼうどう,暴動,N1,
,,dozen,ダース,,N1,
,,"official, duty, person in charge",かかり,係り,N1,
,,"to congeal, to freeze",こごる,凝る,N1,
,,"repelling, rebound, recover, oppose",はんぱつ,反発,N1,
,,carpet,カーペット,,N1,
,,"collected things, gathering place, arrears",たまり,溜まり,N1,
,,"to get complicated, to grow worse",こじれる,拗れる,N1,
,,"play, drama",ぎきょく,戯曲,N1,
,,"somehow or other, for some reason or another",なんとなく,何となく,N1,
,,a kind,たぐい,類,N1,
,,"precious, valuable, priceless, noble, exalted, sacred",たっとい,尊い,N1,
,,"to react to, to be influenced by, to go overboard for",かぶれる,気触れる,N1,
,,"shameful, indecent",みっともない,見っともない,N1,
,,"teachings, precept, lesson, doctrine",おしえ,教え,N1,
,,"putting off, postponing",あとまわし,後回し,N1,
,,"shabby, seedy",みすぼらしい,見すぼらしい,N1,
,,"especially, above all",とりわけ,副,N1,
,,"support, maintenance",ふよう,扶養,N1,
,,circuit (electric),かいろ,回路,N1,
,,"isolation, loneliness, solitude",こどく,孤独,N1,
,,"market price, speculation, estimation",そうば,相場,N1,
,,"to touch lightly, to take a percentage (from)",かする,擦る,N1,
,,"seven days, the seventh day (of the month)",なぬか,七日,N1,
,,annihilation,ぜんめつ,全滅,N1,
,,"fortune, riches",ざい,財,N1,
,,"world, society, age, generation",よ,世,N1,
,,"official, public, formal, open, governmental",おおやけ,公,N1,
,,"(outward) looks, features, face, countenance, expression",かおつき,顔付き,N1,
,,"fibre, fiber, textile",せんい,繊維,N1,
,,beauty,び,美,N1,
,,"therefore, consequently, accordingly, because of",よって,依って,N1,
,,"work, craftsmanship, tactics, trick",さいく,細工,N1,
,,"economy, financial affairs",ざいせい,財政,N1,
,,"retaining warmth, keeping heat in, heat insulation",ほおん,保温,N1,
,,"well, now, then",さて,偖,N1,
,,"health preservation, recuperation, recreation",ほよう,保養,N1,
,,"whaling, whale fishing",ほげい,捕鯨,N1,
,,"door, opening",とびら,扉,N1,
,,"burning low, waning, declining",したび,下火,N1,
,,"negotiations, discussions, connection",こうしょう,交渉,N1,
,,"just, right, exactly",ちょうど,恰度,N1,
,,inferior article,かひん,下品,N1,
,,"bad fellow, rascal, ruffian, scoundrel",わるもの,悪者,N1,
,,"too big, baggy",ぶかぶか,,N1,
,,"the truth, fact, as it is, frankly",ありのまま,有りのまま,N1,
,,otolaryngology,じびか,耳鼻科,N1,
,,"long, long-continued, old (story)",ひさしい,久しい,N1,
,,"swamp, bog, pond, lake",ぬま,沼,N1,
,,"class, level, stratum, hierarchy",かいそう,階層,N1,
,,"1. (iron) hammer, 2. punishment",かなづち,金槌,N1,
,,"supplementation, supplement, replenishment, replenishing",ほじゅう,補充,N1,
,,medical treatment,ちりょう,治療,N1,
,,"duration, continuance",そんぞく,存続,N1,
,,"strange, funny, amusing, ridiculous",おかしい,可笑しい,N1,
,,"lottery, raffle, drawing (of lots)",ちゅうせん,抽選,N1,
,,"to fail, to fall through, to blunder",しくじる,,N1,
